cidade,uf,prazo_dias_uteis
ALTO ALEGRE,RR,38
AMAJARI,RR,38
BOA VISTA,RR,38
BONFIM,RR,38
CANTA,RR,38
CARACARAI,RR,38
CAROEBE,RR,38
IRACEMA,RR,38
MUCAJAI,RR,38
NORMANDIA,RR,38
PACARAIMA,RR,38
RORAINOPOLIS,RR,38
SAO JOAO DA BALIZA,RR,38
SAO LUIZ,RR,38
UIRAMUTA,RR,38
ACEGUA,RS,9
AGUA SANTA,RS,9
AGUDO,RS,8
AJURICABA,RS,9
ALECRIM,RS,9
ALEGRETE,RS,9
ALEGRIA,RS,9
ALMIRANTE TAMANDARE DO SUL,RS,9
ALPESTRE,RS,9
ALTO ALEGRE,RS,9
ALTO FELIZ,RS,8
ALVORADA,RS,5
AMARAL FERRADOR,RS,9
AMETISTA DO SUL,RS,9
ANDRE DA ROCHA,RS,9
ANTA GORDA,RS,9
ANTONIO PRADO,RS,8
ARAMBARE,RS,9
ARARICA,RS,9
ARATIBA,RS,9
ARROIO DO MEIO,RS,9
ARROIO DO PADRE,RS,9
ARROIO DO SAL,RS,9
ARROIO DO TIGRE,RS,9
ARROIO DOS RATOS,RS,8
ARROIO GRANDE,RS,9
ARVOREZINHA,RS,9
AUGUSTO PESTANA,RS,9
AUREA,RS,9
BAGE,RS,9
BALNEARIO PINHAL,RS,9
BARAO,RS,9
BARAO DE COTEGIPE,RS,9
BARAO DO TRIUNFO,RS,9
BARRA DO GUARITA,RS,9
BARRA DO QUARAI,RS,9
BARRA DO RIBEIRO,RS,9
BARRA DO RIO AZUL,RS,9
BARRA FUNDA,RS,8
BARRACAO,RS,9
BARROS CASSAL,RS,9
BENJAMIN CONSTANT DO SUL,RS,9
BENTO GONCALVES,RS,8
BOA VISTA DAS MISSOES,RS,9
BOA VISTA DO BURICA,RS,9
BOA VISTA DO CADEADO,RS,9
BOA VISTA DO INCRA,RS,9
BOA VISTA DO SUL,RS,9
BOM JESUS,RS,8
BOM PRINCIPIO,RS,8
BOM PROGRESSO,RS,9
BOM RETIRO DO SUL,RS,9
BOQUEIRAO DO LEAO,RS,9
BOSSOROCA,RS,9
BOZANO,RS,9
BRAGA,RS,9
BROCHIER,RS,8
BUTIA,RS,9
CACAPAVA DO SUL,RS,9
CACEQUI,RS,9
CACHOEIRA DO SUL,RS,9
CACHOEIRINHA,RS,5
CACIQUE DOBLE,RS,9
CAIBATE,RS,9
CAICARA,RS,9
CAMAQUA,RS,7
CAMARGO,RS,9
CAMBARA DO SUL,RS,8
CAMPESTRE DA SERRA,RS,8
CAMPINA DAS MISSOES,RS,9
CAMPINAS DO SUL,RS,9
CAMPO BOM,RS,8
CAMPO DO MEIO,RS,9
CAMPO NOVO,RS,9
CAMPOS BORGES,RS,9
CANDELARIA,RS,8
CANDIDO GODOI,RS,9
CANDIOTA,RS,9
CANELA,RS,8
CANGUCU,RS,9
CANOAS,RS,5
CANUDOS DO VALE,RS,9
CAPAO BONITO DO SUL,RS,8
CAPAO DA CANOA,RS,9
CAPAO DO CIPO,RS,9
CAPAO DO LEAO,RS,9
CAPELA DE SANTANA,RS,8
CAPITAO,RS,9
CAPIVARI DO SUL,RS,9
CARAA,RS,9
CARAJA SEIVAL,RS,9
CARAZINHO,RS,9
CARLOS BARBOSA,RS,8
CARLOS GOMES,RS,9
CASCA,RS,9
CASCATA (PELOTAS),RS,9
CASEIROS,RS,9
CATUIPE,RS,9
CAXIAS DO SUL,RS,7
CENTENARIO,RS,9
CERRITO,RS,9
CERRO BRANCO,RS,9
CERRO GRANDE,RS,9
CERRO GRANDE DO SUL,RS,9
CERRO LARGO,RS,9
CHAPADA,RS,8
CHARQUEADAS,RS,9
CHARRUA,RS,9
CHIAPETTA,RS,9
CHUI,RS,9
CHUVISCA,RS,9
CIDREIRA,RS,9
CIRIACO,RS,9
COLINAS,RS,9
COLONIA NOVA,RS,9
COLORADO,RS,9
CONDOR,RS,8
CONSTANTINA,RS,8
COQUEIRO BAIXO,RS,9
COQUEIROS DO SUL,RS,9
CORONEL BARROS,RS,9
CORONEL BICACO,RS,9
CORONEL PILAR,RS,9
COTIPORA,RS,9
COXILHA,RS,9
CRISSIUMAL,RS,9
CRISTAL,RS,9
CRISTAL DO SUL,RS,9
CRUZ ALTA,RS,8
CRUZALTENSE,RS,9
CRUZEIRO DO SUL,RS,9
CURUMIM,RS,9
DAVID CANABARRO,RS,9
DERRUBADAS,RS,9
DEZESSEIS DE NOVEMBRO,RS,9
DILERMANDO DE AGUIAR,RS,9
DOIS IRMAOS,RS,8
DOIS IRMAOS DAS MISSOES,RS,9
DOIS LAJEADOS,RS,9
DOM FELICIANO,RS,9
DOM PEDRITO,RS,9
DOM PEDRO DE ALCANTARA,RS,9
DONA FRANCISCA,RS,9
DOUTOR MAURICIO CARDOSO,RS,9
DOUTOR RICARDO,RS,9
ELDORADO DO SUL,RS,7
ENCANTADO,RS,8
ENCRUZILHADA DO SUL,RS,9
ENGENHO VELHO,RS,9
ENTRE RIOS DO SUL,RS,9
ENTRE-IJUIS,RS,9
EREBANGO,RS,9
ERECHIM,RS,8
ERNESTINA,RS,9
ERVAL GRANDE,RS,9
ERVAL SECO,RS,9
ESMERALDA,RS,9
ESPERANCA DO SUL,RS,9
ESPUMOSO,RS,9
ESTACAO,RS,9
ESTANCIA VELHA,RS,7
ESTEIO,RS,5
ESTRELA,RS,8
ESTRELA VELHA,RS,9
EUGENIO DE CASTRO,RS,9
EVANGELISTA,RS,9
FAGUNDES VARELA,RS,9
FARROUPILHA,RS,8
FAXINAL DO SOTURNO,RS,9
FAXINALZINHO,RS,9
FAZENDA VILANOVA,RS,9
FELIZ,RS,8
FLORES DA CUNHA,RS,8
FLORIANO PEIXOTO,RS,9
FONTOURA XAVIER,RS,9
FORMIGUEIRO,RS,9
FORQUETINHA,RS,9
FORTALEZA DOS VALOS,RS,9
FREDERICO WESTPHALEN,RS,9
GARIBALDI,RS,8
GARRUCHOS,RS,9
GAURAMA,RS,9
GENERAL CAMARA,RS,9
GENTIL,RS,9
GETULIO VARGAS,RS,9
GIRUA,RS,9
GLORINHA,RS,9
GRAMADO,RS,8
GRAMADO DOS LOUREIROS,RS,9
GRAMADO XAVIER,RS,9
GRAVATAI,RS,5
GUABIJU,RS,9
GUAIBA,RS,7
GUAPORE,RS,9
GUARANI DAS MISSOES,RS,9
HARMONIA,RS,8
HERVAL,RS,9
HERVEIRAS,RS,9
HORIZONTINA,RS,9
HULHA NEGRA,RS,9
HUMAITA,RS,9
IBARAMA,RS,9
IBIACA,RS,9
IBIRAIARAS,RS,8
IBIRAPUITA,RS,9
IBIRUBA,RS,9
IGREJINHA,RS,8
IJUI,RS,9
ILOPOLIS,RS,9
IMBE,RS,9
IMIGRANTE,RS,9
INDEPENDENCIA,RS,9
INHACORA,RS,9
IPE,RS,8
IPIRANGA DO SUL,RS,9
IRAI,RS,9
ITAARA,RS,9
ITACURUBI,RS,9
ITAPUCA,RS,9
ITAQUI,RS,9
ITATI,RS,9
ITATIBA DO SUL,RS,9
IVORA,RS,9
IVOTI,RS,7
JABOTICABA,RS,9
JACUIZINHO,RS,9
JACUTINGA,RS,9
JAGUARAO,RS,9
JAGUARI,RS,9
JAQUIRANA,RS,9
JARI,RS,9
JOIA,RS,9
JULIO DE CASTILHOS,RS,9
LAGOA BONITA,RS,9
LAGOA BONITA DO SUL,RS,9
LAGOA DOS TRES CANTOS,RS,9
LAGOA VERMELHA,RS,8
LAGOAO,RS,9
LAJEADO,RS,8
LAJEADO DO BUGRE,RS,9
LAVRAS DO SUL,RS,9
LEONEL ROCHA,RS,9
LIBERATO SALZANO,RS,9
LINDOLFO COLLOR,RS,9
LINHA NOVA,RS,9
MACAMBARA,RS,9
MACHADINHO,RS,9
MAGISTERIO,RS,9
MAMPITUBA,RS,9
MANOEL VIANA,RS,9
MAQUINE,RS,9
MARATA,RS,9
MARAU,RS,9
MARCELINO RAMOS,RS,9
MARIANA PIMENTEL,RS,9
MARIANO MORO,RS,9
MARQUES DE SOUZA,RS,9
MATA,RS,9
MATO CASTELHANO,RS,9
MATO LEITAO,RS,9
MATO QUEIMADO,RS,9
MAXIMILIANO DE ALMEIDA,RS,9
MINAS DO LEAO,RS,9
MIRAGUAI,RS,9
MONTAURI,RS,9
MONTE ALEGRE DOS CAMPOS,RS,9
MONTE BELO DO SUL,RS,9
MONTE BONITO,RS,9
MONTENEGRO,RS,8
MORMACO,RS,9
MORRINHOS DO SUL,RS,9
MORRO AZUL,RS,9
MORRO REDONDO,RS,9
MORRO REUTER,RS,8
MORUNGAVA,RS,7
MOSTARDAS,RS,9
MUCUM,RS,9
MUITOS CAPOES,RS,8
MULITERNO,RS,9
NAO-ME-TOQUE,RS,9
NICOLAU VERGUEIRO,RS,9
NONOAI,RS,9
NOVA ALVORADA,RS,9
NOVA ARACA,RS,9
NOVA BASSANO,RS,9
NOVA BOA VISTA,RS,9
NOVA BRESCIA,RS,9
NOVA CANDELARIA,RS,9
NOVA ESPERANCA DO SUL,RS,9
NOVA HARTZ,RS,8
NOVA MILANO,RS,8
NOVA PADUA,RS,8
NOVA PALMA,RS,9
NOVA PETROPOLIS,RS,8
NOVA PRATA,RS,9
NOVA RAMADA,RS,9
NOVA ROMA DO SUL,RS,8
NOVA SANTA RITA,RS,8
NOVO BARREIRO,RS,9
NOVO CABRAIS,RS,9
NOVO HAMBURGO,RS,5
NOVO MACHADO,RS,9
NOVO TIRADENTES,RS,9
NOVO XINGU,RS,9
OSORIO,RS,9
OTAVIO ROCHA,RS,9
PAIM FILHO,RS,8
PALMARES DO SUL,RS,9
PALMEIRA DAS MISSOES,RS,8
PALMITINHO,RS,9
PANAMBI,RS,8
PANTANO GRANDE,RS,9
PARAI,RS,9
PARAISO DO SUL,RS,9
PARECI NOVO,RS,9
PAROBE,RS,8
PASSA SETE,RS,9
PASSO DO SOBRADO,RS,9
PASSO FUNDO,RS,9
PAULO BENTO,RS,9
PAVERAMA,RS,9
PEDRAS ALTAS,RS,9
PEDRO OSORIO,RS,9
PEJUCARA,RS,8
PELOTAS,RS,9
PICADA CAFE,RS,8
PINHAL,RS,9
PINHAL DA SERRA,RS,9
PINHAL GRANDE,RS,9
PINHEIRINHO DO VALE,RS,9
PINHEIRO MACHADO,RS,9
PINTO BANDEIRA,RS,8
PIRAI,RS,9
PIRAPO,RS,9
PIRATINI,RS,9
PLANALTO,RS,9
POCO DAS ANTAS,RS,9
PONTAO,RS,9
PONTE PRETA,RS,9
PORTAO,RS,7
PORTO ALEGRE,RS,5
PORTO LUCENA,RS,9
PORTO MAUA,RS,9
PORTO VERA CRUZ,RS,9
PORTO XAVIER,RS,9
POUSO NOVO,RS,9
PRESIDENTE LUCENA,RS,9
PROGRESSO,RS,9
PROTASIO ALVES,RS,9
PULADOR,RS,9
PUTINGA,RS,9
QUARAI,RS,9
QUATRO IRMAOS,RS,9
QUEVEDOS,RS,9
QUINTAO,RS,9
QUINZE DE NOVEMBRO,RS,9
REDENTORA,RS,9
RELVADO,RS,9
RESTINGA SECA,RS,9
RINCAO DO SEGREDO,RS,9
RIO DOS INDIOS,RS,9
RIO GRANDE,RS,9
RIO PARDO,RS,9
RIOZINHO,RS,9
ROCA SALES,RS,8
RODEIO BONITO,RS,9
ROLADOR,RS,9
ROLANTE,RS,8
RONDA ALTA,RS,9
RONDINHA,RS,9
ROQUE GONZALES,RS,9
ROSARIO DO SUL,RS,9
SAGRADA FAMILIA,RS,9
SALDANHA MARINHO,RS,8
SALTO DO JACUI,RS,9
SALVADOR DAS MISSOES,RS,9
SALVADOR DO SUL,RS,8
SANANDUVA,RS,8
SANTA BARBARA,RS,9
SANTA BARBARA DO SUL,RS,8
SANTA CECILIA DO SUL,RS,9
SANTA CLARA DO SUL,RS,9
SANTA CRUZ DO SUL,RS,9
SANTA MARGARIDA DO SUL,RS,9
SANTA MARIA,RS,8
SANTA MARIA DO HERVAL,RS,8
SANTA ROSA,RS,9
SANTA TERESINHA,RS,9
SANTA TEREZA,RS,8
SANTA VITORIA DO PALMAR,RS,9
SANTANA DA BOA VISTA,RS,9
SANTANA DO LIVRAMENTO,RS,9
SANTIAGO,RS,9
SANTO ANGELO,RS,9
SANTO ANTONIO DA PATRULHA,RS,8
SANTO ANTONIO DAS MISSOES,RS,9
SANTO ANTONIO DO PALMA,RS,9
SANTO ANTONIO DO PLANALTO,RS,9
SANTO AUGUSTO,RS,9
SANTO CRISTO,RS,9
SANTO EXPEDITO DO SUL,RS,8
SAO BORJA,RS,9
SAO DOMINGOS DO SUL,RS,9
SAO FRANCISCO DE ASSIS,RS,9
SAO FRANCISCO DE PAULA,RS,8
SAO GABRIEL,RS,9
SAO JERONIMO,RS,9
SAO JOAO DA URTIGA,RS,9
SAO JOAO DO POLESINE,RS,9
SAO JORGE,RS,8
SAO JOSE DAS MISSOES,RS,9
SAO JOSE DO HERVAL,RS,9
SAO JOSE DO HORTENCIO,RS,9
SAO JOSE DO INHACORA,RS,9
SAO JOSE DO NORTE,RS,9
SAO JOSE DO OURO,RS,9
SAO JOSE DO SUL,RS,9
SAO JOSE DOS AUSENTES,RS,8
SAO LEOPOLDO,RS,5
SAO LOURENCO DO SUL,RS,9
SAO LUIZ GONZAGA,RS,9
SAO MARCOS,RS,8
SAO MARTINHO,RS,9
SAO MARTINHO DA SERRA,RS,9
SAO MIGUEL DAS MISSOES,RS,9
SAO NICOLAU,RS,9
SAO PAULO DAS MISSOES,RS,8
SAO PEDRO DA SERRA,RS,9
SAO PEDRO DAS MISSOES,RS,9
SAO PEDRO DO BUTIA,RS,9
SAO PEDRO DO SUL,RS,9
SAO SEBASTIAO DO CAI,RS,8
SAO SEPE,RS,9
SAO VALENTIM,RS,9
SAO VALENTIM DO SUL,RS,9
SAO VALERIO DO SUL,RS,9
SAO VENDELINO,RS,8
SAO VICENTE DO SUL,RS,9
SAPIRANGA,RS,8
SAPUCAIA DO SUL,RS,5
SARANDI,RS,8
SEBERI,RS,9
SEDE NOVA,RS,9
SEGREDO,RS,9
SELBACH,RS,9
SENADOR SALGADO FILHO,RS,9
SENTINELA DO SUL,RS,9
SERAFINA CORREA,RS,9
SERIO,RS,9
SERTAO,RS,9
SERTAO SANTANA,RS,9
SETE DE SETEMBRO,RS,9
SEVERIANO DE ALMEIDA,RS,9
SILVEIRA MARTINS,RS,9
SINIMBU,RS,9
SOBRADINHO,RS,8
SOLEDADE,RS,9
TABAI,RS,9
TAPEJARA,RS,8
TAPERA,RS,9
TAPES,RS,9
TAQUARA,RS,8
TAQUARI,RS,8
TAQUARUCU DO SUL,RS,9
TAVARES,RS,9
TENENTE PORTELA,RS,9
TERRA DE AREIA,RS,9
TEUTONIA,RS,9
TIO HUGO,RS,9
TIRADENTES DO SUL,RS,9
TOROPI,RS,9
TORRES,RS,9
TRAMANDAI,RS,9
TRAVESSEIRO,RS,9
TRES ARROIOS,RS,9
TRES CACHOEIRAS,RS,9
TRES COROAS,RS,8
TRES DE MAIO,RS,9
TRES FORQUILHAS,RS,9
TRES PALMEIRAS,RS,9
TRES PASSOS,RS,9
TRINDADE DO SUL,RS,9
TRIUNFO,RS,9
TUCUNDUVA,RS,9
TUNAS,RS,9
TUPANCI DO SUL,RS,9
TUPANCIRETA,RS,9
TUPANDI,RS,9
TUPARENDI,RS,9
TURUCU,RS,9
UBIRETAMA,RS,9
UNIAO DA SERRA,RS,9
UNISTALDA,RS,9
URUGUAIANA,RS,9
VACARIA,RS,8
VALE DO SOL,RS,9
VALE REAL,RS,8
VALE VERDE,RS,9
VANINI,RS,9
VENANCIO AIRES,RS,9
VERA CRUZ,RS,9
VERANOPOLIS,RS,8
VESPASIANO CORREA,RS,9
VIADUTOS,RS,9
VIAMAO,RS,5
VICENTE DUTRA,RS,9
VICTOR GRAEFF,RS,9
VILA FLORES,RS,9
VILA LANGARO,RS,9
VILA MARIA,RS,9
VILA NOVA DO SUL,RS,9
VISTA ALEGRE,RS,9
VISTA ALEGRE DO PRATA,RS,9
VISTA GAUCHA,RS,9
VITORIA DAS MISSOES,RS,9
WESTFALIA,RS,9
XANGRI-LA,RS,9
AMPARO DE SAO FRANCISCO,SE,10
AQUIDABA,SE,10
ARACAJU,SE,7
ARAUA,SE,10
AREIA BRANCA,SE,10
BARRA DOS COQUEIROS,SE,10
BOQUIM,SE,10
BREJO GRANDE,SE,10
CAMPO DO BRITO,SE,10
CANHOBA,SE,10
CANINDE DE SAO FRANCISCO,SE,10
CAPELA,SE,10
CARIRA,SE,10
CARMOPOLIS,SE,10
CEDRO DE SAO JOAO,SE,10
CRISTINAPOLIS,SE,10
CUMBE,SE,10
DIVINA PASTORA,SE,10
ESTANCIA,SE,10
FEIRA NOVA,SE,10
FREI PAULO,SE,10
GARARU,SE,10
GENERAL MAYNARD,SE,10
GRACCHO CARDOSO,SE,10
ILHA DAS FLORES,SE,10
INDIAROBA,SE,10
ITABAIANA,SE,10
ITABAIANINHA,SE,10
ITABI,SE,10
ITAPORANGA D AJUDA,SE,10
JAPARATUBA,SE,10
JAPOATA,SE,10
LAGARTO,SE,10
LARANJEIRAS,SE,10
MACAMBIRA,SE,10
MALHADA DOS BOIS,SE,10
MALHADOR,SE,10
MARUIM,SE,10
MOITA BONITA,SE,10
MONTE ALEGRE DE SERGIPE,SE,10
MURIBECA,SE,10
NEOPOLIS,SE,10
NOSSA SENHORA APARECIDA,SE,10
NOSSA SENHORA DA GLORIA,SE,10
NOSSA SENHORA DAS DORES,SE,10
NOSSA SENHORA DE LOURDES,SE,10
NOSSA SENHORA DO SOCORRO,SE,10
PACATUBA,SE,10
PEDRA MOLE,SE,10
PEDRINHAS,SE,10
PINHAO,SE,10
PIRAMBU,SE,10
POCO REDONDO,SE,10
POCO VERDE,SE,10
PORTO DA FOLHA,SE,10
PROPRIA,SE,10
RIACHAO DO DANTAS,SE,10
RIACHUELO,SE,10
RIBEIROPOLIS,SE,10
ROSARIO DO CATETE,SE,10
SALGADO,SE,10
SANTA LUZIA DO ITANHY,SE,10
SANTA ROSA DE LIMA,SE,10
SANTANA DO SAO FRANCISCO,SE,10
SANTO AMARO DAS BROTAS,SE,10
SAO CRISTOVAO,SE,10
SAO DOMINGOS,SE,10
SAO FRANCISCO,SE,10
SAO MIGUEL DO ALEIXO,SE,10
SIMAO DIAS,SE,10
SIRIRI,SE,10
TELHA,SE,10
TOBIAS BARRETO,SE,10
TOMAR DO GERU,SE,10
UMBAUBA,SE,10
ADAMANTINA,SP,5
ADOLFO,SP,5
AGUAI,SP,5
AGUAS DA PRATA,SP,5
AGUAS DE LINDOIA,SP,5
AGUAS DE SANTA BARBARA,SP,5
AGUAS DE SAO PEDRO,SP,5
AGUDOS,SP,5
AGULHA,SP,5
ALAMBARI,SP,5
ALFREDO GUEDES,SP,5
ALFREDO MARCONDES,SP,5
ALTAIR,SP,5
ALTINOPOLIS,SP,5
ALTO ALEGRE,SP,5
ALTO PORA,SP,5
ALUMINIO,SP,5
ALVARES FLORENCE,SP,5
ALVARES MACHADO,SP,5
ALVARO DE CARVALHO,SP,5
ALVINLANDIA,SP,5
AMADEU AMARAL,SP,5
AMELIOPOLIS,SP,5
AMERICANA,SP,5
AMERICO BRASILIENSE,SP,5
AMERICO DE CAMPOS,SP,5
AMPARO,SP,5
ANA DIAS,SP,5
ANALANDIA,SP,5
ANDRADINA,SP,5
ANGATUBA,SP,5
ANHEMBI,SP,5
ANHUMAS,SP,5
APARECIDA,SP,5
APARECIDA D OESTE,SP,5
APARECIDA DE SAO MANUEL,SP,5
APIAI,SP,5
ARACARIGUAMA,SP,5
ARACATUBA,SP,5
ARACOIABA DA SERRA,SP,5
ARAMINA,SP,5
ARANDU,SP,5
ARAPEI,SP,5
ARARAQUARA,SP,5
ARARAS,SP,5
ARAXAS,SP,5
ARCO-IRIS,SP,5
AREALVA,SP,5
AREIAS,SP,5
AREIOPOLIS,SP,5
ARIRANHA,SP,5
ARTUR NOGUEIRA,SP,5
ARUJA,SP,5
ASPASIA,SP,5
ASSIS,SP,5
ATIBAIA,SP,5
ATLANTIDA,SP,5
AURIFLAMA,SP,5
AVAI,SP,5
AVANHANDAVA,SP,5
AVARE,SP,5
AVENCAS,SP,5
BADY BASSITT,SP,5
BALBINOS,SP,5
BALSAMO,SP,5
BANANAL,SP,5
BARAO DE ANTONINA,SP,5
BARBOSA,SP,5
BARIRI,SP,5
BARRA BONITA,SP,5
BARRA DO CHAPEU,SP,5
BARRA DO TURVO,SP,5
BARRETOS,SP,5
BARRINHA,SP,5
BARUERI,SP,5
BASTOS,SP,5
BATATAIS,SP,5
BAURU,SP,5
BEBEDOURO,SP,5
BENTO DE ABREU,SP,5
BERNARDINO DE CAMPOS,SP,5
BERTIOGA,SP,5
BILAC,SP,5
BIRIGUI,SP,5
BIRITIBA MIRIM,SP,5
BOA ESPERANCA DO SUL,SP,5
BOCAINA,SP,5
BOFETE,SP,5
BOITUVA,SP,5
BOM FIM DO BOM JESUS,SP,5
BOM JESUS DOS PERDOES,SP,5
BOM SUCESSO DE ITARARE,SP,5
BORA,SP,5
BORACEIA,SP,5
BORBOREMA,SP,5
BOREBI,SP,5
BOTAFOGO,SP,5
BOTUCATU,SP,5
BRAGANCA PAULISTA,SP,5
BRAUNA,SP,5
BREJO ALEGRE,SP,5
BRODOWSKI,SP,5
BROTAS,SP,5
BURI,SP,5
BURITAMA,SP,5
BURITIZAL,SP,5
CABRALIA PAULISTA,SP,5
CABREUVA,SP,5
CACAPAVA,SP,5
CACHOEIRA PAULISTA,SP,5
CACONDE,SP,5
CAFELANDIA,SP,5
CAIABU,SP,5
CAIEIRAS,SP,5
CAIUA,SP,5
CAJAMAR,SP,5
CAJATI,SP,5
CAJOBI,SP,5
CAJURU,SP,5
CAMPINA DO MONTE ALEGRE,SP,5
CAMPINAL,SP,5
CAMPINAS,SP,5
CAMPO LIMPO PAULISTA,SP,5
CAMPOS DO JORDAO,SP,5
CAMPOS NOVOS PAULISTA,SP,5
CANANEIA,SP,5
CANAS,SP,5
CANDIDO MOTA,SP,5
CANDIDO RODRIGUES,SP,5
CANITAR,SP,5
CAPAO BONITO,SP,5
CAPELA DO ALTO,SP,5
CAPIVARI,SP,5
CARAGUATATUBA,SP,5
CARAPICUIBA,SP,5
CARDOSO,SP,5
CARUARA,SP,5
CASA BRANCA,SP,5
CASSIA DOS COQUEIROS,SP,5
CASTILHO,SP,5
CATANDUVA,SP,5
CATIGUA,SP,5
CEDRAL,SP,5
CERQUEIRA CESAR,SP,5
CERQUILHO,SP,5
CESARIO LANGE,SP,5
CHARQUEADA,SP,5
CHAVANTES,SP,5
CLEMENTINA,SP,5
COLINA,SP,5
COLOMBIA,SP,5
CONCEICAO DE MONTE ALEGRE,SP,5
CONCHAL,SP,5
CONCHAS,SP,5
CORDEIROPOLIS,SP,5
COROADOS,SP,5
CORONEL GOULART,SP,5
CORONEL MACEDO,SP,5
CORUMBATAI,SP,5
COSMOPOLIS,SP,5
COSMORAMA,SP,5
COSTA MACHADO,SP,5
COTIA,SP,5
CRAVINHOS,SP,5
CRISTAIS PAULISTA,SP,5
CRUZALIA,SP,5
CRUZEIRO,SP,5
CUBATAO,SP,5
CUIABA PAULISTA,SP,5
CUNHA,SP,5
DESCALVADO,SP,5
DIADEMA,SP,5
DIRCE REIS,SP,5
DIVINOLANDIA,SP,5
DOBRADA,SP,5
DOIS CORREGOS,SP,5
DOLCINOPOLIS,SP,5
DOMELIA,SP,5
DOURADO,SP,5
DRACENA,SP,5
DUARTINA,SP,5
DUMONT,SP,5
ECHAPORA,SP,5
ELDORADO,SP,5
ELIAS FAUSTO,SP,5
ELISIARIO,SP,5
EMBAUBA,SP,5
EMBU DAS ARTES,SP,5
EMBU-GUACU,SP,5
EMILIANOPOLIS,SP,5
ENEIDA,SP,5
ENGENHEIRO COELHO,SP,5
ENGENHEIRO SCHMIDT,SP,5
ESPERANCA DOESTE,SP,5
ESPIGAO,SP,5
ESPIRITO SANTO DO PINHAL,SP,5
ESPIRITO SANTO DO TURVO,SP,5
ESTIVA GERBI,SP,5
ESTRELA D OESTE,SP,5
ESTRELA DO NORTE,SP,5
EUCLIDES DA CUNHA PAULISTA,SP,5
FARTURA,SP,5
FERNANDO PRESTES,SP,5
FERNANDOPOLIS,SP,5
FERNAO,SP,5
FERRAZ DE VASCONCELOS,SP,5
FLORA RICA,SP,5
FLOREAL,SP,5
FLORESTA DO SUL,SP,5
FLORIDA PAULISTA,SP,5
FLORINEA,SP,5
FRANCA,SP,5
FRANCISCO MORATO,SP,5
FRANCO DA ROCHA,SP,5
FRUTAL DO CAMPO,SP,5
GABRIEL MONTEIRO,SP,5
GALIA,SP,5
GARCA,SP,5
GARDENIA,SP,5
GASTAO VIDIGAL,SP,5
GAVIAO PEIXOTO,SP,5
GENERAL SALGADO,SP,5
GETULINA,SP,5
GLICERIO,SP,5
GUAIANAS,SP,5
GUAICARA,SP,5
GUAIMBE,SP,5
GUAIRA,SP,5
GUAPIACU,SP,5
GUAPIARA,SP,5
GUARA,SP,5
GUARACAI,SP,5
GUARACI,SP,5
GUARACIABA DOESTE,SP,5
GUARANI D OESTE,SP,5
GUARANTA,SP,5
GUARARAPES,SP,5
GUARAREMA,SP,5
GUARATINGUETA,SP,5
GUAREI,SP,5
GUARIBA,SP,5
GUARIROBA,SP,5
GUARUJA,SP,5
GUARULHOS,SP,5
GUATAPARA,SP,5
GUZOLANDIA,SP,5
HERCULANDIA,SP,5
HOLAMBRA,SP,5
HORTOLANDIA,SP,5
IACANGA,SP,5
IACRI,SP,5
IARAS,SP,5
IBATE,SP,5
IBIRA,SP,5
IBIRAREMA,SP,5
IBITINGA,SP,5
IBITIUVA,SP,5
IBIUNA,SP,5
ICEM,SP,5
IEPE,SP,5
IGACABA,SP,5
IGARACU DO TIETE,SP,5
IGARAI,SP,5
IGARAPAVA,SP,5
IGARATA,SP,5
IGUAPE,SP,5
ILHA COMPRIDA,SP,5
ILHA SOLTEIRA,SP,5
ILHABELA,SP,5
INDAIA DO AGUAPEI,SP,5
INDAIATUBA,SP,5
INDIANA,SP,5
INDIAPORA,SP,5
INUBIA PAULISTA,SP,5
IPAUSSU,SP,5
IPERO,SP,5
IPEUNA,SP,5
IPIGUA,SP,5
IPORANGA,SP,5
IPUA,SP,5
IRACEMAPOLIS,SP,5
IRAPUA,SP,5
IRAPURU,SP,5
ITABERA,SP,5
ITAI,SP,5
ITAJOBI,SP,5
ITAJU,SP,5
ITANHAEM,SP,5
ITAOCA,SP,5
ITAPECERICA DA SERRA,SP,5
ITAPETININGA,SP,5
ITAPEVA,SP,5
ITAPEVI,SP,5
ITAPIRA,SP,5
ITAPIRAPUA PAULISTA,SP,5
ITAPOLIS,SP,5
ITAPORANGA,SP,5
ITAPUI,SP,5
ITAPURA,SP,5
ITAQUAQUECETUBA,SP,5
ITARARE,SP,5
ITARIRI,SP,5
ITATIBA,SP,5
ITATINGA,SP,5
ITIRAPINA,SP,5
ITIRAPUA,SP,5
ITOBI,SP,5
ITORORO DO PARANAPANEMA,SP,5
ITU,SP,5
ITUPEVA,SP,5
ITUVERAVA,SP,5
IUBATINGA,SP,5
JABORANDI,SP,5
JABOTICABAL,SP,5
JACAREI,SP,5
JACI,SP,5
JACIPORA,SP,5
JACUBA,SP,5
JACUPIRANGA,SP,5
JAFA,SP,5
JAGUARIUNA,SP,5
JALES,SP,5
JAMAICA,SP,5
JAMBEIRO,SP,5
JANDIRA,SP,5
JARDINOPOLIS,SP,5
JARINU,SP,5
JATOBA,SP,5
JAU,SP,5
JERIQUARA,SP,5
JOANOPOLIS,SP,5
JOAO RAMALHO,SP,5
JOSE BONIFACIO,SP,5
JULIO MESQUITA,SP,5
JUMIRIM,SP,5
JUNDIAI,SP,5
